Date;Zone Name;Rainy Day;Population;Median Salary (EUR);Shops per 1k hab;Hospitals per 1M hab;Childcare per 100 children under 3 y.o.;Public_Transport_Quality;Infrastructure_Quality;Traffic
06/05/2031;Zone B;0;15668.8819;2000.3509;14.8231;31.7329;10.0265;0.0096;0.9757;0.0
07/05/2031;Zone B;0;15667.8675;2000.3506;14.8197;31.7286;10.0264;0.0096;0.9758;0.0
08/05/2031;Zone B;0;15666.8533;2000.3502;14.8164;31.7244;10.0264;0.0096;0.9759;0.0
09/05/2031;Zone B;0;15665.8393;2000.3499;14.8131;31.7202;10.0263;0.0096;0.976;0.0
10/05/2031;Zone B;0;15664.8254;2000.3496;14.8098;31.7159;10.0263;0.0096;0.9761;0.0
11/05/2031;Zone B;0;15663.8117;2000.3492;14.8065;31.7117;10.0263;0.0096;0.9762;0.0
12/05/2031;Zone B;0;15662.7982;2000.3489;14.8031;31.7075;10.0262;0.0096;0.9763;0.0
13/05/2031;Zone B;0;15661.7849;2000.3485;14.7998;31.7032;10.0262;0.0096;0.9764;0.0
14/05/2031;Zone B;1;15660.7718;2000.3482;14.7965;31.699;10.0261;0.0096;0.9765;0.0
15/05/2031;Zone B;1;15659.7588;2000.3479;14.7932;31.6948;10.0261;0.0096;0.9766;0.0
16/05/2031;Zone B;1;15658.7461;2000.3475;14.7899;31.6906;10.0261;0.0096;0.9767;0.0
17/05/2031;Zone B;1;15657.7335;2000.3472;14.7866;31.6863;10.026;0.0096;0.9768;0.0
18/05/2031;Zone B;1;15656.7211;2000.3469;14.7833;31.6821;10.026;0.0096;0.9769;0.0
19/05/2031;Zone B;0;15655.7088;2000.3465;14.78;31.6779;10.0259;0.0096;0.977;0.0
20/05/2031;Zone B;0;15654.6968;2000.3462;14.7767;31.6737;10.0259;0.0095;0.9771;0.0
21/05/2031;Zone B;0;15653.6849;2000.3458;14.7734;31.6694;10.0259;0.0095;0.9772;0.0
22/05/2031;Zone B;1;15652.6732;2000.3455;14.7701;31.6652;10.0258;0.0095;0.9773;0.0
23/05/2031;Zone B;0;15651.6617;2000.3452;14.7668;31.661;10.0258;0.0095;0.9774;0.0
24/05/2031;Zone B;0;15650.6504;2000.3448;14.7635;31.6568;10.0257;0.0095;0.9775;0.0
25/05/2031;Zone B;1;15649.6393;2000.3445;14.7602;31.6526;10.0257;0.0095;0.9776;0.0
26/05/2031;Zone B;0;15648.6283;2000.3442;14.757;31.6484;10.0257;0.0095;0.9777;0.0
27/05/2031;Zone B;0;15647.6175;2000.3438;14.7537;31.6442;10.0256;0.0095;0.9778;0.0
28/05/2031;Zone B;0;15646.6069;2000.3435;14.7504;31.64;10.0256;0.0095;0.9779;0.0
29/05/2031;Zone B;1;15645.5965;2000.3432;14.7471;31.6358;10.0255;0.0095;0.978;0.0
30/05/2031;Zone B;0;15644.5862;2000.3428;14.7438;31.6316;10.0255;0.0095;0.9781;0.0
31/05/2031;Zone B;0;15643.5762;2000.3425;14.7406;31.6274;10.0255;0.0095;0.9782;0.0
01/06/2031;Zone B;0;15642.5663;2000.3422;14.7373;31.6231;10.0254;0.0095;0.9783;0.0
02/06/2031;Zone B;0;15641.5566;2000.3418;14.734;31.6189;10.0254;0.0095;0.9784;0.0
03/06/2031;Zone B;0;15640.5471;2000.3415;14.7308;31.6148;10.0253;0.0095;0.9785;0.0
04/06/2031;Zone B;0;15639.5377;2000.3412;14.7275;31.6106;10.0253;0.0095;0.9786;0.0
05/06/2031;Zone B;1;15638.5286;2000.3408;14.7242;31.6064;10.0253;0.0095;0.9787;0.0
06/06/2031;Zone B;0;15637.5196;2000.3405;14.721;31.6022;10.0252;0.0094;0.9788;0.0
07/06/2031;Zone B;1;15636.5108;2000.3402;14.7177;31.598;10.0252;0.0094;0.9789;0.0
08/06/2031;Zone B;0;15635.5022;2000.3399;14.7145;31.5938;10.0251;0.0094;0.979;0.0
09/06/2031;Zone B;0;15634.4937;2000.3395;14.7112;31.5896;10.0251;0.0094;0.9791;0.0
10/06/2031;Zone B;1;15633.4855;2000.3392;14.708;31.5854;10.0251;0.0094;0.9792;0.0
11/06/2031;Zone B;0;15632.4774;2000.3389;14.7047;31.5812;10.025;0.0094;0.9793;0.0
12/06/2031;Zone B;0;15631.4695;2000.3385;14.7015;31.577;10.025;0.0094;0.9794;0.0
13/06/2031;Zone B;1;15630.4618;2000.3382;14.6982;31.5729;10.025;0.0094;0.9795;0.0
14/06/2031;Zone B;0;15629.4543;2000.3379;14.695;31.5687;10.0249;0.0094;0.9796;0.0
15/06/2031;Zone B;1;15628.4469;2000.3376;14.6917;31.5645;10.0249;0.0094;0.9797;0.0
16/06/2031;Zone B;0;15627.4397;2000.3372;14.6885;31.5603;10.0248;0.0094;0.9798;0.0
17/06/2031;Zone B;1;15626.4327;2000.3369;14.6853;31.5561;10.0248;0.0094;0.9799;0.0
18/06/2031;Zone B;0;15625.4259;2000.3366;14.682;31.552;10.0248;0.0094;0.98;0.0
19/06/2031;Zone B;0;15624.4193;2000.3363;14.6788;31.5478;10.0247;0.0094;0.9801;0.0
20/06/2031;Zone B;0;15623.4128;2000.3359;14.6756;31.5436;10.0247;0.0094;0.9802;0.0
21/06/2031;Zone B;1;15622.4065;2000.3356;14.6724;31.5394;10.0246;0.0094;0.9803;0.0
22/06/2031;Zone B;0;15621.4004;2000.3353;14.6691;31.5353;10.0246;0.0094;0.9804;0.0
23/06/2031;Zone B;0;15620.3945;2000.3349;14.6659;31.5311;10.0246;0.0094;0.9805;0.0
24/06/2031;Zone B;1;15619.3888;2000.3346;14.6627;31.5269;10.0245;0.0093;0.9806;0.0
25/06/2031;Zone B;0;15618.3832;2000.3343;14.6595;31.5228;10.0245;0.0093;0.9807;0.0
26/06/2031;Zone B;1;15617.3778;2000.334;14.6563;31.5186;10.0245;0.0093;0.9808;0.0
27/06/2031;Zone B;0;15616.3726;2000.3336;14.653;31.5144;10.0244;0.0093;0.9809;0.0
28/06/2031;Zone B;0;15615.3676;2000.3333;14.6498;31.5103;10.0244;0.0093;0.981;0.0
29/06/2031;Zone B;0;15614.3628;2000.333;14.6466;31.5061;10.0243;0.0093;0.9811;0.0
30/06/2031;Zone B;0;15613.3581;2000.3327;14.6434;31.502;10.0243;0.0093;0.9813;0.0
01/07/2031;Zone B;0;15612.3536;2000.3324;14.6402;31.4978;10.0243;0.0093;0.9814;0.0
02/07/2031;Zone B;1;15611.3493;2000.332;14.637;31.4937;10.0242;0.0093;0.9815;0.0
03/07/2031;Zone B;0;15610.3452;2000.3317;14.6338;31.4895;10.0242;0.0093;0.9816;0.0
04/07/2031;Zone B;0;15609.3413;2000.3314;14.6306;31.4854;10.0241;0.0093;0.9817;0.0
05/07/2031;Zone B;0;15608.3375;2000.3311;14.6274;31.4812;10.0241;0.0093;0.9818;0.0
06/07/2031;Zone B;0;15607.3339;2000.3307;14.6242;31.4771;10.0241;0.0093;0.9819;0.0
07/07/2031;Zone B;1;15606.3305;2000.3304;14.621;31.4729;10.024;0.0093;0.982;0.0
08/07/2031;Zone B;0;15605.3273;2000.3301;14.6179;31.4688;10.024;0.0093;0.9821;0.0
09/07/2031;Zone B;1;15604.3242;2000.3298;14.6147;31.4646;10.024;0.0093;0.9822;0.0
10/07/2031;Zone B;1;15603.3214;2000.3295;14.6115;31.4605;10.0239;0.0093;0.9823;0.0
11/07/2031;Zone B;0;15602.3187;2000.3291;14.6083;31.4563;10.0239;0.0092;0.9824;0.0
12/07/2031;Zone B;1;15601.3162;2000.3288;14.6051;31.4522;10.0238;0.0092;0.9825;0.0
13/07/2031;Zone B;1;15600.3139;2000.3285;14.602;31.4481;10.0238;0.0092;0.9826;0.0
14/07/2031;Zone B;0;15599.3117;2000.3282;14.5988;31.4439;10.0238;0.0092;0.9827;0.0
15/07/2031;Zone B;1;15598.3097;2000.3279;14.5956;31.4398;10.0237;0.0092;0.9828;0.0
16/07/2031;Zone B;1;15597.3079;2000.3275;14.5924;31.4357;10.0237;0.0092;0.9829;0.0
17/07/2031;Zone B;1;15596.3063;2000.3272;14.5893;31.4315;10.0237;0.0092;0.983;0.0
18/07/2031;Zone B;1;15595.3049;2000.3269;14.5861;31.4274;10.0236;0.0092;0.9831;0.0
19/07/2031;Zone B;0;15594.3036;2000.3266;14.5829;31.4233;10.0236;0.0092;0.9832;0.0
20/07/2031;Zone B;0;15593.3026;2000.3263;14.5798;31.4191;10.0235;0.0092;0.9833;0.0
21/07/2031;Zone B;0;15592.3017;2000.326;14.5766;31.415;10.0235;0.0092;0.9834;0.0
22/07/2031;Zone B;0;15591.3009;2000.3256;14.5735;31.4109;10.0235;0.0092;0.9835;0.0
23/07/2031;Zone B;1;15590.3004;2000.3253;14.5703;31.4068;10.0234;0.0092;0.9836;0.0
24/07/2031;Zone B;1;15589.3;2000.325;14.5671;31.4026;10.0234;0.0092;0.9837;0.0
25/07/2031;Zone B;1;15588.2999;2000.3247;14.564;31.3985;10.0234;0.0092;0.9838;0.0
26/07/2031;Zone B;0;15587.2999;2000.3244;14.5608;31.3944;10.0233;0.0092;0.9839;0.0
27/07/2031;Zone B;0;15586.3;2000.3241;14.5577;31.3903;10.0233;0.0092;0.984;0.0
28/07/2031;Zone B;0;15585.3004;2000.3238;14.5546;31.3862;10.0232;0.0092;0.9841;0.0
29/07/2031;Zone B;1;15584.3009;2000.3234;14.5514;31.3821;10.0232;0.0091;0.9842;0.0
30/07/2031;Zone B;1;15583.3016;2000.3231;14.5483;31.3779;10.0232;0.0091;0.9843;0.0
31/07/2031;Zone B;0;15582.3025;2000.3228;14.5451;31.3738;10.0231;0.0091;0.9844;0.0
01/08/2031;Zone B;1;15581.3036;2000.3225;14.542;31.3697;10.0231;0.0091;0.9845;0.0
02/08/2031;Zone B;0;15580.3048;2000.3222;14.5389;31.3656;10.0231;0.0091;0.9846;0.0
03/08/2031;Zone B;0;15579.3063;2000.3219;14.5357;31.3615;10.023;0.0091;0.9847;0.0
04/08/2031;Zone B;0;15578.3079;2000.3216;14.5326;31.3574;10.023;0.0091;0.9848;0.0
05/08/2031;Zone B;0;15577.3096;2000.3212;14.5295;31.3533;10.0229;0.0091;0.9849;0.0
06/08/2031;Zone B;0;15576.3116;2000.3209;14.5264;31.3492;10.0229;0.0091;0.985;0.0
07/08/2031;Zone B;0;15575.3137;2000.3206;14.5232;31.3451;10.0229;0.0091;0.9851;0.0
08/08/2031;Zone B;0;15574.3161;2000.3203;14.5201;31.341;10.0228;0.0091;0.9852;0.0
09/08/2031;Zone B;1;15573.3186;2000.32;14.517;31.3369;10.0228;0.0091;0.9853;0.0
10/08/2031;Zone B;0;15572.3212;2000.3197;14.5139;31.3328;10.0228;0.0091;0.9854;0.0
11/08/2031;Zone B;0;15571.3241;2000.3194;14.5108;31.3287;10.0227;0.0091;0.9855;0.0
12/08/2031;Zone B;1;15570.3271;2000.3191;14.5076;31.3246;10.0227;0.0091;0.9856;0.0
13/08/2031;Zone B;0;15569.3303;2000.3188;14.5045;31.3205;10.0227;0.0091;0.9857;0.0
14/08/2031;Zone B;1;15568.3337;2000.3184;14.5014;31.3164;10.0226;0.0091;0.9858;0.0
15/08/2031;Zone B;0;15567.3373;2000.3181;14.4983;31.3123;10.0226;0.0091;0.9859;0.0
16/08/2031;Zone B;0;15566.341;2000.3178;14.4952;31.3082;10.0225;0.009;0.986;0.0
17/08/2031;Zone B;1;15565.3449;2000.3175;14.4921;31.3042;10.0225;0.009;0.9861;0.0
18/08/2031;Zone B;1;15564.349;2000.3172;14.489;31.3001;10.0225;0.009;0.9862;0.0
19/08/2031;Zone B;0;15563.3533;2000.3169;14.4859;31.296;10.0224;0.009;0.9863;0.0
20/08/2031;Zone B;0;15562.3578;2000.3166;14.4828;31.2919;10.0224;0.009;0.9864;0.0
21/08/2031;Zone B;0;15561.3624;2000.3163;14.4797;31.2878;10.0224;0.009;0.9865;0.0
22/08/2031;Zone B;1;15560.3672;2000.316;14.4766;31.2838;10.0223;0.009;0.9866;0.0
23/08/2031;Zone B;0;15559.3722;2000.3157;14.4736;31.2797;10.0223;0.009;0.9867;0.0
24/08/2031;Zone B;0;15558.3773;2000.3154;14.4705;31.2756;10.0223;0.009;0.9868;0.0
25/08/2031;Zone B;1;15557.3827;2000.3151;14.4674;31.2715;10.0222;0.009;0.9869;0.0
26/08/2031;Zone B;1;15556.3882;2000.3148;14.4643;31.2675;10.0222;0.009;0.987;0.0
27/08/2031;Zone B;1;15555.3939;2000.3145;14.4612;31.2634;10.0222;0.009;0.9871;0.0
28/08/2031;Zone B;1;15554.3998;2000.3141;14.4581;31.2593;10.0221;0.009;0.9872;0.0
29/08/2031;Zone B;0;15553.4058;2000.3138;14.4551;31.2552;10.0221;0.009;0.9873;0.0
30/08/2031;Zone B;1;15552.4121;2000.3135;14.452;31.2512;10.022;0.009;0.9874;0.0
31/08/2031;Zone B;0;15551.4185;2000.3132;14.4489;31.2471;10.022;0.009;0.9875;0.0
01/09/2031;Zone B;0;15550.4251;2000.3129;14.4459;31.243;10.022;0.009;0.9876;0.0
02/09/2031;Zone B;1;15549.4318;2000.3126;14.4428;31.239;10.0219;0.009;0.9877;0.0
03/09/2031;Zone B;0;15548.4388;2000.3123;14.4397;31.2349;10.0219;0.0089;0.9878;0.0
04/09/2031;Zone B;1;15547.4459;2000.312;14.4367;31.2309;10.0219;0.0089;0.9879;0.0
05/09/2031;Zone B;0;15546.4532;2000.3117;14.4336;31.2268;10.0218;0.0089;0.988;0.0
06/09/2031;Zone B;1;15545.4607;2000.3114;14.4305;31.2227;10.0218;0.0089;0.9881;0.0
07/09/2031;Zone B;0;15544.4683;2000.3111;14.4275;31.2187;10.0218;0.0089;0.9882;0.0
08/09/2031;Zone B;0;15543.4761;2000.3108;14.4244;31.2146;10.0217;0.0089;0.9883;0.0
09/09/2031;Zone B;0;15542.4841;2000.3105;14.4214;31.2106;10.0217;0.0089;0.9884;0.0
10/09/2031;Zone B;0;15541.4923;2000.3102;14.4183;31.2065;10.0217;0.0089;0.9885;0.0
11/09/2031;Zone B;0;15540.5007;2000.3099;14.4153;31.2025;10.0216;0.0089;0.9886;0.0
12/09/2031;Zone B;1;15539.5092;2000.3096;14.4122;31.1984;10.0216;0.0089;0.9887;0.0
13/09/2031;Zone B;0;15538.5179;2000.3093;14.4092;31.1944;10.0215;0.0089;0.9889;0.0
14/09/2031;Zone B;0;15537.5268;2000.309;14.4061;31.1903;10.0215;0.0089;0.989;0.0
15/09/2031;Zone B;0;15536.5359;2000.3087;14.4031;31.1863;10.0215;0.0089;0.9891;0.0
16/09/2031;Zone B;1;15535.5451;2000.3084;14.4001;31.1823;10.0214;0.0089;0.9892;0.0
17/09/2031;Zone B;1;15534.5546;2000.3081;14.397;31.1782;10.0214;0.0089;0.9893;0.0
18/09/2031;Zone B;0;15533.5642;2000.3078;14.394;31.1742;10.0214;0.0089;0.9894;0.0
19/09/2031;Zone B;0;15532.5739;2000.3075;14.391;31.1701;10.0213;0.0089;0.9895;0.0
20/09/2031;Zone B;1;15531.5839;2000.3072;14.3879;31.1661;10.0213;0.0089;0.9896;0.0
21/09/2031;Zone B;0;15530.594;2000.3069;14.3849;31.1621;10.0213;0.0089;0.9897;0.0
22/09/2031;Zone B;0;15529.6043;2000.3066;14.3819;31.158;10.0212;0.0088;0.9898;0.0
23/09/2031;Zone B;0;15528.6148;2000.3063;14.3789;31.154;10.0212;0.0088;0.9899;0.0
24/09/2031;Zone B;0;15527.6255;2000.306;14.3758;31.15;10.0212;0.0088;0.99;0.0
25/09/2031;Zone B;1;15526.6363;2000.3057;14.3728;31.1459;10.0211;0.0088;0.9901;0.0
26/09/2031;Zone B;1;15525.6473;2000.3054;14.3698;31.1419;10.0211;0.0088;0.9902;0.0
27/09/2031;Zone B;1;15524.6585;2000.3051;14.3668;31.1379;10.0211;0.0088;0.9903;0.0
28/09/2031;Zone B;0;15523.6699;2000.3048;14.3638;31.1339;10.021;0.0088;0.9904;0.0
29/09/2031;Zone B;0;15522.6814;2000.3045;14.3608;31.1298;10.021;0.0088;0.9905;0.0
30/09/2031;Zone B;1;15521.6932;2000.3042;14.3578;31.1258;10.0209;0.0088;0.9906;0.0
01/10/2031;Zone B;0;15520.7051;2000.3039;14.3548;31.1218;10.0209;0.0088;0.9907;0.0
02/10/2031;Zone B;0;15519.7171;2000.3036;14.3517;31.1178;10.0209;0.0088;0.9908;0.0
03/10/2031;Zone B;1;15518.7294;2000.3033;14.3487;31.1138;10.0208;0.0088;0.9909;0.0
04/10/2031;Zone B;1;15517.7418;2000.303;14.3457;31.1098;10.0208;0.0088;0.991;0.0
05/10/2031;Zone B;0;15516.7544;2000.3027;14.3427;31.1057;10.0208;0.0088;0.9911;0.0
06/10/2031;Zone B;1;15515.7672;2000.3025;14.3397;31.1017;10.0207;0.0088;0.9912;0.0
07/10/2031;Zone B;0;15514.7802;2000.3022;14.3368;31.0977;10.0207;0.0088;0.9913;0.0
08/10/2031;Zone B;0;15513.7933;2000.3019;14.3338;31.0937;10.0207;0.0088;0.9914;0.0
09/10/2031;Zone B;0;15512.8066;2000.3016;14.3308;31.0897;10.0206;0.0088;0.9915;0.0
10/10/2031;Zone B;0;15511.8201;2000.3013;14.3278;31.0857;10.0206;0.0087;0.9916;0.0
11/10/2031;Zone B;0;15510.8337;2000.301;14.3248;31.0817;10.0206;0.0087;0.9917;0.0
12/10/2031;Zone B;0;15509.8476;2000.3007;14.3218;31.0777;10.0205;0.0087;0.9918;0.0
13/10/2031;Zone B;0;15508.8616;2000.3004;14.3188;31.0737;10.0205;0.0087;0.9919;0.0
14/10/2031;Zone B;0;15507.8758;2000.3001;14.3159;31.0697;10.0205;0.0087;0.992;0.0
15/10/2031;Zone B;1;15506.8902;2000.2998;14.3129;31.0657;10.0204;0.0087;0.9921;0.0
16/10/2031;Zone B;1;15505.9047;2000.2995;14.3099;31.0617;10.0204;0.0087;0.9922;0.0
17/10/2031;Zone B;0;15504.9194;2000.2992;14.3069;31.0577;10.0204;0.0087;0.9923;0.0
18/10/2031;Zone B;0;15503.9343;2000.2989;14.304;31.0537;10.0203;0.0087;0.9924;0.0
19/10/2031;Zone B;1;15502.9494;2000.2987;14.301;31.0497;10.0203;0.0087;0.9925;0.0
20/10/2031;Zone B;1;15501.9646;2000.2984;14.298;31.0457;10.0203;0.0087;0.9926;0.0
21/10/2031;Zone B;0;15500.9801;2000.2981;14.2951;31.0417;10.0202;0.0087;0.9927;0.0
22/10/2031;Zone B;1;15499.9957;2000.2978;14.2921;31.0377;10.0202;0.0087;0.9928;0.0
23/10/2031;Zone B;0;15499.0114;2000.2975;14.2891;31.0337;10.0202;0.0087;0.9929;0.0
24/10/2031;Zone B;0;15498.0274;2000.2972;14.2862;31.0297;10.0201;0.0087;0.993;0.0
25/10/2031;Zone B;0;15497.0435;2000.2969;14.2832;31.0258;10.0201;0.0087;0.9931;0.0
26/10/2031;Zone B;1;15496.0598;2000.2966;14.2803;31.0218;10.0201;0.0087;0.9932;0.0
27/10/2031;Zone B;1;15495.0763;2000.2963;14.2773;31.0178;10.02;0.0087;0.9933;0.0
28/10/2031;Zone B;1;15494.0929;2000.296;14.2744;31.0138;10.02;0.0087;0.9934;0.0
29/10/2031;Zone B;1;15493.1098;2000.2958;14.2714;31.0098;10.02;0.0086;0.9935;0.0
30/10/2031;Zone B;0;15492.1268;2000.2955;14.2685;31.0058;10.0199;0.0086;0.9936;0.0
31/10/2031;Zone B;0;15491.144;2000.2952;14.2655;31.0019;10.0199;0.0086;0.9937;0.0
01/11/2031;Zone B;1;15490.1613;2000.2949;14.2626;30.9979;10.0199;0.0086;0.9938;0.0
02/11/2031;Zone B;1;15489.1788;2000.2946;14.2596;30.9939;10.0198;0.0086;0.9939;0.0
03/11/2031;Zone B;1;15488.1966;2000.2943;14.2567;30.9899;10.0198;0.0086;0.9941;0.0
04/11/2031;Zone B;0;15487.2144;2000.294;14.2538;30.986;10.0198;0.0086;0.9942;0.0
05/11/2031;Zone B;0;15486.2325;2000.2937;14.2508;30.982;10.0197;0.0086;0.9943;0.0
06/11/2031;Zone B;0;15485.2507;2000.2935;14.2479;30.978;10.0197;0.0086;0.9944;0.0
07/11/2031;Zone B;0;15484.2691;2000.2932;14.245;30.9741;10.0197;0.0086;0.9945;0.0
08/11/2031;Zone B;0;15483.2877;2000.2929;14.242;30.9701;10.0196;0.0086;0.9946;0.0
09/11/2031;Zone B;0;15482.3065;2000.2926;14.2391;30.9661;10.0196;0.0086;0.9947;0.0
10/11/2031;Zone B;1;15481.3254;2000.2923;14.2362;30.9622;10.0196;0.0086;0.9948;0.0
11/11/2031;Zone B;0;15480.3445;2000.292;14.2333;30.9582;10.0195;0.0086;0.9949;0.0
12/11/2031;Zone B;1;15479.3638;2000.2918;14.2303;30.9543;10.0195;0.0086;0.995;0.0
13/11/2031;Zone B;0;15478.3833;2000.2915;14.2274;30.9503;10.0195;0.0086;0.9951;0.0
14/11/2031;Zone B;1;15477.4029;2000.2912;14.2245;30.9463;10.0194;0.0086;0.9952;0.0
15/11/2031;Zone B;0;15476.4227;2000.2909;14.2216;30.9424;10.0194;0.0086;0.9953;0.0
16/11/2031;Zone B;1;15475.4427;2000.2906;14.2187;30.9384;10.0194;0.0086;0.9954;0.0
17/11/2031;Zone B;0;15474.4629;2000.2903;14.2158;30.9345;10.0193;0.0085;0.9955;0.0
18/11/2031;Zone B;1;15473.4832;2000.2901;14.2128;30.9305;10.0193;0.0085;0.9956;0.0
19/11/2031;Zone B;0;15472.5037;2000.2898;14.2099;30.9266;10.0193;0.0085;0.9957;0.0
20/11/2031;Zone B;0;15471.5244;2000.2895;14.207;30.9226;10.0192;0.0085;0.9958;0.0
21/11/2031;Zone B;1;15470.5453;2000.2892;14.2041;30.9187;10.0192;0.0085;0.9959;0.0
22/11/2031;Zone B;0;15469.5663;2000.2889;14.2012;30.9147;10.0192;0.0085;0.996;0.0
23/11/2031;Zone B;0;15468.5875;2000.2886;14.1983;30.9108;10.0191;0.0085;0.9961;0.0
24/11/2031;Zone B;1;15467.6089;2000.2884;14.1954;30.9069;10.0191;0.0085;0.9962;0.0
25/11/2031;Zone B;0;15466.6305;2000.2881;14.1925;30.9029;10.0191;0.0085;0.9963;0.0
26/11/2031;Zone B;0;15465.6522;2000.2878;14.1897;30.899;10.019;0.0085;0.9964;0.0
27/11/2031;Zone B;0;15464.6741;2000.2875;14.1868;30.895;10.019;0.0085;0.9965;0.0
28/11/2031;Zone B;1;15463.6962;2000.2872;14.1839;30.8911;10.019;0.0085;0.9966;0.0
29/11/2031;Zone B;0;15462.7185;2000.287;14.181;30.8872;10.0189;0.0085;0.9967;0.0
30/11/2031;Zone B;0;15461.7409;2000.2867;14.1781;30.8832;10.0189;0.0085;0.9968;0.0
01/12/2031;Zone B;0;15460.7635;2000.2864;14.1752;30.8793;10.0189;0.0085;0.9969;0.0
02/12/2031;Zone B;0;15459.7863;2000.2861;14.1723;30.8754;10.0188;0.0085;0.997;0.0
03/12/2031;Zone B;1;15458.8093;2000.2858;14.1695;30.8714;10.0188;0.0085;0.9971;0.0
04/12/2031;Zone B;1;15457.8324;2000.2856;14.1666;30.8675;10.0188;0.0085;0.9972;0.0
05/12/2031;Zone B;0;15456.8557;2000.2853;14.1637;30.8636;10.0187;0.0085;0.9973;0.0
06/12/2031;Zone B;0;15455.8792;2000.285;14.1608;30.8597;10.0187;0.0084;0.9974;0.0
07/12/2031;Zone B;0;15454.9028;2000.2847;14.158;30.8557;10.0187;0.0084;0.9975;0.0
08/12/2031;Zone B;1;15453.9267;2000.2845;14.1551;30.8518;10.0186;0.0084;0.9976;0.0
09/12/2031;Zone B;0;15452.9507;2000.2842;14.1522;30.8479;10.0186;0.0084;0.9977;0.0
10/12/2031;Zone B;1;15451.9749;2000.2839;14.1494;30.844;10.0186;0.0084;0.9978;0.0
11/12/2031;Zone B;0;15450.9992;2000.2836;14.1465;30.84;10.0185;0.0084;0.9979;0.0
12/12/2031;Zone B;0;15450.0238;2000.2833;14.1436;30.8361;10.0185;0.0084;0.998;0.0
13/12/2031;Zone B;0;15449.0485;2000.2831;14.1408;30.8322;10.0185;0.0084;0.9982;0.0
14/12/2031;Zone B;1;15448.0733;2000.2828;14.1379;30.8283;10.0184;0.0084;0.9983;0.0
15/12/2031;Zone B;0;15447.0984;2000.2825;14.1351;30.8244;10.0184;0.0084;0.9984;0.0
16/12/2031;Zone B;0;15446.1236;2000.2822;14.1322;30.8205;10.0184;0.0084;0.9985;0.0
17/12/2031;Zone B;0;15445.149;2000.282;14.1294;30.8166;10.0183;0.0084;0.9986;0.0
18/12/2031;Zone B;1;15444.1746;2000.2817;14.1265;30.8127;10.0183;0.0084;0.9987;0.0
19/12/2031;Zone B;0;15443.2003;2000.2814;14.1237;30.8088;10.0183;0.0084;0.9988;0.0
20/12/2031;Zone B;1;15442.2263;2000.2811;14.1208;30.8048;10.0183;0.0084;0.9989;0.0
21/12/2031;Zone B;0;15441.2524;2000.2809;14.118;30.8009;10.0182;0.0084;0.999;0.0
22/12/2031;Zone B;1;15440.2786;2000.2806;14.1151;30.797;10.0182;0.0084;0.9991;0.0
23/12/2031;Zone B;1;15439.3051;2000.2803;14.1123;30.7931;10.0182;0.0084;0.9992;0.0
24/12/2031;Zone B;1;15438.3317;2000.2801;14.1095;30.7892;10.0181;0.0084;0.9993;0.0
25/12/2031;Zone B;1;15437.3585;2000.2798;14.1066;30.7853;10.0181;0.0083;0.9994;0.0
26/12/2031;Zone B;1;15436.3855;2000.2795;14.1038;30.7814;10.0181;0.0083;0.9995;0.0
27/12/2031;Zone B;0;15435.4126;2000.2792;14.101;30.7775;10.018;0.0083;0.9996;0.0
28/12/2031;Zone B;1;15434.4399;2000.279;14.0981;30.7736;10.018;0.0083;0.9997;0.0
29/12/2031;Zone B;0;15433.4674;2000.2787;14.0953;30.7698;10.018;0.0083;0.9998;0.0
30/12/2031;Zone B;1;15432.4951;2000.2784;14.0925;30.7659;10.0179;0.0083;0.9999;0.0
31/12/2031;Zone B;0;15431.5229;2000.2781;14.0897;30.762;10.0179;0.0083;1.0;0.0
01/01/2032;Zone B;0;15431.1869;2000.2779;14.086;30.7568;10.0179;0.0083;1.0;0.0
02/01/2032;Zone B;1;15430.8508;2000.2777;14.0824;30.7516;10.0178;0.0083;1.0;0.0
03/01/2032;Zone B;0;15430.5148;2000.2775;14.0788;30.7465;10.0178;0.0083;1.0;0.0
04/01/2032;Zone B;1;15430.1788;2000.2773;14.0752;30.7413;10.0177;0.0083;1.0;0.0
05/01/2032;Zone B;0;15429.8429;2000.2771;14.0716;30.7362;10.0177;0.0083;1.0;0.0
06/01/2032;Zone B;0;15429.5069;2000.2769;14.068;30.731;10.0177;0.0083;1.0;0.0
07/01/2032;Zone B;1;15429.171;2000.2767;14.0644;30.7259;10.0176;0.0083;1.0;0.0
08/01/2032;Zone B;1;15428.8351;2000.2765;14.0608;30.7207;10.0176;0.0083;0.9999;0.0
09/01/2032;Zone B;1;15428.4992;2000.2762;14.0573;30.7156;10.0176;0.0083;0.9999;0.0
10/01/2032;Zone B;1;15428.1634;2000.276;14.0537;30.7104;10.0175;0.0083;0.9999;0.0
11/01/2032;Zone B;0;15427.8275;2000.2758;14.0501;30.7053;10.0175;0.0083;0.9999;0.0
12/01/2032;Zone B;0;15427.4917;2000.2756;14.0465;30.7002;10.0174;0.0083;0.9999;0.0
13/01/2032;Zone B;1;15427.1559;2000.2754;14.0429;30.695;10.0174;0.0082;0.9999;0.0
14/01/2032;Zone B;1;15426.8201;2000.2752;14.0394;30.6899;10.0174;0.0082;0.9999;0.0
15/01/2032;Zone B;1;15426.4844;2000.275;14.0358;30.6848;10.0173;0.0082;0.9999;0.0
