Date;Zone Name;% Electric Cars;Average Consumption (kWh/km);Average Daily Distance (km/day)
12/12/2019;Zone E;0.4;0.01848426;38.23
13/12/2019;Zone E;0.4;0.01848232;38.23
14/12/2019;Zone E;0.4;0.01848039;38.23
15/12/2019;Zone E;0.4;0.01847845;38.23
16/12/2019;Zone E;0.4;0.01847651;38.23
17/12/2019;Zone E;0.4;0.01847457;38.23
18/12/2019;Zone E;0.4;0.01847264;38.23
19/12/2019;Zone E;0.4;0.0184707;38.23
20/12/2019;Zone E;0.4;0.01846876;38.24
21/12/2019;Zone E;0.4;0.01846683;38.24
22/12/2019;Zone E;0.4;0.01846489;38.24
23/12/2019;Zone E;0.4;0.01846296;38.24
24/12/2019;Zone E;0.4;0.01846102;38.24
25/12/2019;Zone E;0.4;0.01845909;38.24
26/12/2019;Zone E;0.4;0.01845715;38.24
27/12/2019;Zone E;0.4;0.01845522;38.24
28/12/2019;Zone E;0.4;0.01845328;38.24
29/12/2019;Zone E;0.4;0.01845135;38.24
30/12/2019;Zone E;0.4;0.01844941;38.25
31/12/2019;Zone E;0.4;0.01844748;38.25
01/01/2020;Zone E;0.4;0.01844549;38.25
02/01/2020;Zone E;0.4;0.01844351;38.25
03/01/2020;Zone E;0.4;0.01844153;38.25
04/01/2020;Zone E;0.4;0.01843954;38.25
05/01/2020;Zone E;0.4;0.01843756;38.25
06/01/2020;Zone E;0.4;0.01843557;38.25
07/01/2020;Zone E;0.4;0.01843359;38.25
08/01/2020;Zone E;0.4;0.01843161;38.25
09/01/2020;Zone E;0.4;0.01842963;38.26
10/01/2020;Zone E;0.4;0.01842764;38.26
11/01/2020;Zone E;0.4;0.01842566;38.26
12/01/2020;Zone E;0.4;0.01842368;38.26
13/01/2020;Zone E;0.4;0.0184217;38.26
14/01/2020;Zone E;0.4;0.01841972;38.26
15/01/2020;Zone E;0.4;0.01841773;38.26
16/01/2020;Zone E;0.4;0.01841575;38.26
17/01/2020;Zone E;0.4;0.01841377;38.26
18/01/2020;Zone E;0.4;0.01841179;38.26
19/01/2020;Zone E;0.4;0.01840981;38.27
20/01/2020;Zone E;0.4;0.01840783;38.27
21/01/2020;Zone E;0.4;0.01840585;38.27
22/01/2020;Zone E;0.4;0.01840387;38.27
23/01/2020;Zone E;0.4;0.01840189;38.27
24/01/2020;Zone E;0.4;0.01839991;38.27
25/01/2020;Zone E;0.4;0.01839793;38.27
26/01/2020;Zone E;0.4;0.01839595;38.27
27/01/2020;Zone E;0.4;0.01839397;38.27
28/01/2020;Zone E;0.4;0.01839199;38.27
29/01/2020;Zone E;0.4;0.01839002;38.28
30/01/2020;Zone E;0.4;0.01838804;38.28
31/01/2020;Zone E;0.4;0.01838606;38.28
01/02/2020;Zone E;0.4;0.01838408;38.28
02/02/2020;Zone E;0.4;0.0183821;38.28
03/02/2020;Zone E;0.4;0.01838013;38.28
04/02/2020;Zone E;0.4;0.01837815;38.28
05/02/2020;Zone E;0.4;0.01837617;38.28
06/02/2020;Zone E;0.4;0.0183742;38.28
07/02/2020;Zone E;0.4;0.01837222;38.28
08/02/2020;Zone E;0.4;0.01837024;38.29
09/02/2020;Zone E;0.4;0.01836827;38.29
10/02/2020;Zone E;0.4;0.01836629;38.29
11/02/2020;Zone E;0.4;0.01836431;38.29
12/02/2020;Zone E;0.4;0.01836234;38.29
13/02/2020;Zone E;0.4;0.01836036;38.29
14/02/2020;Zone E;0.4;0.01835839;38.29
15/02/2020;Zone E;0.4;0.01835641;38.29
16/02/2020;Zone E;0.4;0.01835444;38.29
17/02/2020;Zone E;0.4;0.01835246;38.29
18/02/2020;Zone E;0.4;0.01835049;38.3
19/02/2020;Zone E;0.4;0.01834852;38.3
20/02/2020;Zone E;0.4;0.01834654;38.3
21/02/2020;Zone E;0.4;0.01834457;38.3
22/02/2020;Zone E;0.4;0.0183426;38.3
23/02/2020;Zone E;0.4;0.01834062;38.3
24/02/2020;Zone E;0.4;0.01833865;38.3
25/02/2020;Zone E;0.4;0.01833668;38.3
26/02/2020;Zone E;0.4;0.0183347;38.3
27/02/2020;Zone E;0.4;0.01833273;38.3
28/02/2020;Zone E;0.4;0.01833076;38.31
29/02/2020;Zone E;0.4;0.01832879;38.31
01/03/2020;Zone E;0.4;0.01832682;38.31
02/03/2020;Zone E;0.4;0.01832485;38.31
03/03/2020;Zone E;0.4;0.01832287;38.31
04/03/2020;Zone E;0.4;0.0183209;38.31
05/03/2020;Zone E;0.4;0.01831893;38.31
06/03/2020;Zone E;0.4;0.01831696;38.31
07/03/2020;Zone E;0.4;0.01831499;38.31
08/03/2020;Zone E;0.4;0.01831302;38.31
09/03/2020;Zone E;0.4;0.01831105;38.32
10/03/2020;Zone E;0.4;0.01830908;38.32
11/03/2020;Zone E;0.4;0.01830711;38.32
12/03/2020;Zone E;0.4;0.01830514;38.32
13/03/2020;Zone E;0.4;0.01830317;38.32
14/03/2020;Zone E;0.4;0.0183012;38.32
15/03/2020;Zone E;0.4;0.01829924;38.32
16/03/2020;Zone E;0.4;0.01829727;38.32
17/03/2020;Zone E;0.4;0.0182953;38.32
18/03/2020;Zone E;0.4;0.01829333;38.32
19/03/2020;Zone E;0.4;0.01829136;38.33
20/03/2020;Zone E;0.4;0.01828939;38.33
21/03/2020;Zone E;0.4;0.01828743;38.33
22/03/2020;Zone E;0.4;0.01828546;38.33
23/03/2020;Zone E;0.4;0.01828349;38.33
24/03/2020;Zone E;0.4;0.01828153;38.33
25/03/2020;Zone E;0.4;0.01827956;38.33
26/03/2020;Zone E;0.4;0.01827759;38.33
27/03/2020;Zone E;0.4;0.01827563;38.33
28/03/2020;Zone E;0.4;0.01827366;38.33
29/03/2020;Zone E;0.4;0.0182717;38.34
30/03/2020;Zone E;0.4;0.01826973;38.34
31/03/2020;Zone E;0.4;0.01826776;38.34
01/04/2020;Zone E;0.4;0.0182658;38.34
02/04/2020;Zone E;0.4;0.01826383;38.34
03/04/2020;Zone E;0.4;0.01826187;38.34
04/04/2020;Zone E;0.4;0.01825991;38.34
05/04/2020;Zone E;0.4;0.01825794;38.34
06/04/2020;Zone E;0.4;0.01825598;38.34
07/04/2020;Zone E;0.4;0.01825401;38.34
08/04/2020;Zone E;0.4;0.01825205;38.35
09/04/2020;Zone E;0.4;0.01825009;38.35
10/04/2020;Zone E;0.4;0.01824812;38.35
11/04/2020;Zone E;0.4;0.01824616;38.35
12/04/2020;Zone E;0.4;0.0182442;38.35
13/04/2020;Zone E;0.4;0.01824223;38.35
14/04/2020;Zone E;0.4;0.01824027;38.35
15/04/2020;Zone E;0.4;0.01823831;38.35
16/04/2020;Zone E;0.4;0.01823635;38.35
17/04/2020;Zone E;0.4;0.01823439;38.35
18/04/2020;Zone E;0.4;0.01823242;38.36
19/04/2020;Zone E;0.4;0.01823046;38.36
20/04/2020;Zone E;0.4;0.0182285;38.36
21/04/2020;Zone E;0.4;0.01822654;38.36
22/04/2020;Zone E;0.4;0.01822458;38.36
23/04/2020;Zone E;0.4;0.01822262;38.36
24/04/2020;Zone E;0.4;0.01822066;38.36
25/04/2020;Zone E;0.4;0.0182187;38.36
26/04/2020;Zone E;0.4;0.01821674;38.36
27/04/2020;Zone E;0.4;0.01821478;38.36
28/04/2020;Zone E;0.4;0.01821282;38.37
29/04/2020;Zone E;0.4;0.01821086;38.37
30/04/2020;Zone E;0.4;0.0182089;38.37
01/05/2020;Zone E;0.4;0.01820694;38.37
02/05/2020;Zone E;0.4;0.01820499;38.37
03/05/2020;Zone E;0.4;0.01820303;38.37
04/05/2020;Zone E;0.4;0.01820107;38.37
05/05/2020;Zone E;0.4;0.01819911;38.37
06/05/2020;Zone E;0.4;0.01819715;38.37
07/05/2020;Zone E;0.4;0.0181952;38.37
08/05/2020;Zone E;0.4;0.01819324;38.38
09/05/2020;Zone E;0.4;0.01819128;38.38
10/05/2020;Zone E;0.4;0.01818932;38.38
11/05/2020;Zone E;0.4;0.01818737;38.38
12/05/2020;Zone E;0.4;0.01818541;38.38
13/05/2020;Zone E;0.4;0.01818346;38.38
14/05/2020;Zone E;0.4;0.0181815;38.38
15/05/2020;Zone E;0.4;0.01817954;38.38
16/05/2020;Zone E;0.4;0.01817759;38.38
17/05/2020;Zone E;0.4;0.01817563;38.38
18/05/2020;Zone E;0.4;0.01817368;38.39
19/05/2020;Zone E;0.4;0.01817172;38.39
20/05/2020;Zone E;0.4;0.01816977;38.39
21/05/2020;Zone E;0.4;0.01816781;38.39
22/05/2020;Zone E;0.4;0.01816586;38.39
23/05/2020;Zone E;0.4;0.0181639;38.39
24/05/2020;Zone E;0.4;0.01816195;38.39
25/05/2020;Zone E;0.4;0.01816;38.39
26/05/2020;Zone E;0.4;0.01815804;38.39
27/05/2020;Zone E;0.4;0.01815609;38.39
28/05/2020;Zone E;0.4;0.01815414;38.4
29/05/2020;Zone E;0.4;0.01815218;38.4
30/05/2020;Zone E;0.4;0.01815023;38.4
31/05/2020;Zone E;0.4;0.01814828;38.4
01/06/2020;Zone E;0.4;0.01814633;38.4
02/06/2020;Zone E;0.4;0.01814437;38.4
03/06/2020;Zone E;0.4;0.01814242;38.4
04/06/2020;Zone E;0.4;0.01814047;38.4
05/06/2020;Zone E;0.4;0.01813852;38.4
06/06/2020;Zone E;0.4;0.01813657;38.4
07/06/2020;Zone E;0.4;0.01813462;38.41
08/06/2020;Zone E;0.4;0.01813267;38.41
09/06/2020;Zone E;0.4;0.01813072;38.41
10/06/2020;Zone E;0.4;0.01812877;38.41
11/06/2020;Zone E;0.4;0.01812682;38.41
12/06/2020;Zone E;0.4;0.01812487;38.41
13/06/2020;Zone E;0.4;0.01812292;38.41
14/06/2020;Zone E;0.4;0.01812097;38.41
15/06/2020;Zone E;0.41;0.01811902;38.41
16/06/2020;Zone E;0.41;0.01811707;38.41
17/06/2020;Zone E;0.41;0.01811512;38.42
18/06/2020;Zone E;0.41;0.01811317;38.42
19/06/2020;Zone E;0.41;0.01811122;38.42
20/06/2020;Zone E;0.41;0.01810927;38.42
21/06/2020;Zone E;0.41;0.01810733;38.42
22/06/2020;Zone E;0.41;0.01810538;38.42
23/06/2020;Zone E;0.41;0.01810343;38.42
24/06/2020;Zone E;0.41;0.01810148;38.42
25/06/2020;Zone E;0.41;0.01809954;38.42
26/06/2020;Zone E;0.41;0.01809759;38.42
27/06/2020;Zone E;0.41;0.01809564;38.43
28/06/2020;Zone E;0.41;0.01809369;38.43
29/06/2020;Zone E;0.41;0.01809175;38.43
30/06/2020;Zone E;0.41;0.0180898;38.43
01/07/2020;Zone E;0.41;0.01808786;38.43
02/07/2020;Zone E;0.41;0.01808591;38.43
03/07/2020;Zone E;0.41;0.01808396;38.43
04/07/2020;Zone E;0.41;0.01808202;38.43
05/07/2020;Zone E;0.41;0.01808007;38.43
06/07/2020;Zone E;0.41;0.01807813;38.43
07/07/2020;Zone E;0.41;0.01807618;38.44
08/07/2020;Zone E;0.41;0.01807424;38.44
09/07/2020;Zone E;0.41;0.0180723;38.44
10/07/2020;Zone E;0.41;0.01807035;38.44
11/07/2020;Zone E;0.41;0.01806841;38.44
12/07/2020;Zone E;0.41;0.01806646;38.44
13/07/2020;Zone E;0.41;0.01806452;38.44
14/07/2020;Zone E;0.41;0.01806258;38.44
15/07/2020;Zone E;0.41;0.01806063;38.44
16/07/2020;Zone E;0.41;0.01805869;38.44
17/07/2020;Zone E;0.41;0.01805675;38.45
18/07/2020;Zone E;0.41;0.01805481;38.45
19/07/2020;Zone E;0.41;0.01805286;38.45
20/07/2020;Zone E;0.41;0.01805092;38.45
21/07/2020;Zone E;0.41;0.01804898;38.45
22/07/2020;Zone E;0.41;0.01804704;38.45
23/07/2020;Zone E;0.41;0.0180451;38.45
24/07/2020;Zone E;0.41;0.01804316;38.45
25/07/2020;Zone E;0.41;0.01804122;38.45
26/07/2020;Zone E;0.41;0.01803927;38.45
27/07/2020;Zone E;0.41;0.01803733;38.46
28/07/2020;Zone E;0.41;0.01803539;38.46
29/07/2020;Zone E;0.41;0.01803345;38.46
30/07/2020;Zone E;0.41;0.01803151;38.46
31/07/2020;Zone E;0.41;0.01802957;38.46
01/08/2020;Zone E;0.41;0.01802763;38.46
02/08/2020;Zone E;0.41;0.0180257;38.46
03/08/2020;Zone E;0.41;0.01802376;38.46
04/08/2020;Zone E;0.41;0.01802182;38.46
05/08/2020;Zone E;0.41;0.01801988;38.46
06/08/2020;Zone E;0.41;0.01801794;38.47
07/08/2020;Zone E;0.41;0.018016;38.47
08/08/2020;Zone E;0.41;0.01801406;38.47
09/08/2020;Zone E;0.41;0.01801213;38.47
10/08/2020;Zone E;0.41;0.01801019;38.47
11/08/2020;Zone E;0.41;0.01800825;38.47
12/08/2020;Zone E;0.41;0.01800631;38.47
13/08/2020;Zone E;0.41;0.01800438;38.47
14/08/2020;Zone E;0.41;0.01800244;38.47
15/08/2020;Zone E;0.41;0.0180005;38.47
16/08/2020;Zone E;0.41;0.01799857;38.48
17/08/2020;Zone E;0.41;0.01799663;38.48
18/08/2020;Zone E;0.41;0.0179947;38.48
19/08/2020;Zone E;0.41;0.01799276;38.48
20/08/2020;Zone E;0.41;0.01799082;38.48
21/08/2020;Zone E;0.41;0.01798889;38.48
22/08/2020;Zone E;0.41;0.01798695;38.48
23/08/2020;Zone E;0.41;0.01798502;38.48
24/08/2020;Zone E;0.41;0.01798308;38.48
25/08/2020;Zone E;0.41;0.01798115;38.48
26/08/2020;Zone E;0.41;0.01797922;38.49
27/08/2020;Zone E;0.41;0.01797728;38.49
28/08/2020;Zone E;0.41;0.01797535;38.49
29/08/2020;Zone E;0.41;0.01797341;38.49
30/08/2020;Zone E;0.41;0.01797148;38.49
31/08/2020;Zone E;0.41;0.01796955;38.49
01/09/2020;Zone E;0.41;0.01796761;38.49
02/09/2020;Zone E;0.41;0.01796568;38.49
03/09/2020;Zone E;0.41;0.01796375;38.49
04/09/2020;Zone E;0.41;0.01796182;38.49
05/09/2020;Zone E;0.41;0.01795988;38.5
06/09/2020;Zone E;0.41;0.01795795;38.5
07/09/2020;Zone E;0.41;0.01795602;38.5
08/09/2020;Zone E;0.41;0.01795409;38.5
09/09/2020;Zone E;0.41;0.01795216;38.5
10/09/2020;Zone E;0.41;0.01795023;38.5
11/09/2020;Zone E;0.41;0.01794829;38.5
12/09/2020;Zone E;0.41;0.01794636;38.5
13/09/2020;Zone E;0.41;0.01794443;38.5
14/09/2020;Zone E;0.41;0.0179425;38.5
15/09/2020;Zone E;0.41;0.01794057;38.51
16/09/2020;Zone E;0.41;0.01793864;38.51
17/09/2020;Zone E;0.41;0.01793671;38.51
18/09/2020;Zone E;0.41;0.01793478;38.51
19/09/2020;Zone E;0.41;0.01793285;38.51
20/09/2020;Zone E;0.41;0.01793093;38.51
21/09/2020;Zone E;0.41;0.017929;38.51
22/09/2020;Zone E;0.41;0.01792707;38.51
23/09/2020;Zone E;0.41;0.01792514;38.51
24/09/2020;Zone E;0.41;0.01792321;38.51
25/09/2020;Zone E;0.41;0.01792128;38.52
26/09/2020;Zone E;0.41;0.01791936;38.52
27/09/2020;Zone E;0.41;0.01791743;38.52
28/09/2020;Zone E;0.41;0.0179155;38.52
29/09/2020;Zone E;0.41;0.01791357;38.52
30/09/2020;Zone E;0.41;0.01791165;38.52
01/10/2020;Zone E;0.41;0.01790972;38.52
02/10/2020;Zone E;0.41;0.01790779;38.52
03/10/2020;Zone E;0.41;0.01790587;38.52
04/10/2020;Zone E;0.41;0.01790394;38.52
05/10/2020;Zone E;0.41;0.01790201;38.53
06/10/2020;Zone E;0.41;0.01790009;38.53
07/10/2020;Zone E;0.41;0.01789816;38.53
08/10/2020;Zone E;0.41;0.01789624;38.53
09/10/2020;Zone E;0.41;0.01789431;38.53
10/10/2020;Zone E;0.41;0.01789239;38.53
11/10/2020;Zone E;0.41;0.01789046;38.53
12/10/2020;Zone E;0.41;0.01788854;38.53
13/10/2020;Zone E;0.41;0.01788661;38.53
14/10/2020;Zone E;0.41;0.01788469;38.53
15/10/2020;Zone E;0.41;0.01788277;38.54
16/10/2020;Zone E;0.41;0.01788084;38.54
17/10/2020;Zone E;0.41;0.01787892;38.54
18/10/2020;Zone E;0.41;0.017877;38.54
19/10/2020;Zone E;0.41;0.01787507;38.54
20/10/2020;Zone E;0.41;0.01787315;38.54
21/10/2020;Zone E;0.41;0.01787123;38.54
22/10/2020;Zone E;0.41;0.0178693;38.54
23/10/2020;Zone E;0.41;0.01786738;38.54
24/10/2020;Zone E;0.41;0.01786546;38.54
25/10/2020;Zone E;0.41;0.01786354;38.55
26/10/2020;Zone E;0.41;0.01786162;38.55
27/10/2020;Zone E;0.41;0.0178597;38.55
28/10/2020;Zone E;0.41;0.01785777;38.55
29/10/2020;Zone E;0.41;0.01785585;38.55
30/10/2020;Zone E;0.41;0.01785393;38.55
31/10/2020;Zone E;0.41;0.01785201;38.55
01/11/2020;Zone E;0.41;0.01785009;38.55
02/11/2020;Zone E;0.41;0.01784817;38.55
03/11/2020;Zone E;0.41;0.01784625;38.55
04/11/2020;Zone E;0.41;0.01784433;38.56
05/11/2020;Zone E;0.41;0.01784241;38.56
06/11/2020;Zone E;0.41;0.01784049;38.56
07/11/2020;Zone E;0.41;0.01783857;38.56
08/11/2020;Zone E;0.41;0.01783665;38.56
09/11/2020;Zone E;0.41;0.01783474;38.56
10/11/2020;Zone E;0.41;0.01783282;38.56
11/11/2020;Zone E;0.41;0.0178309;38.56
12/11/2020;Zone E;0.41;0.01782898;38.56
13/11/2020;Zone E;0.41;0.01782706;38.56
14/11/2020;Zone E;0.41;0.01782514;38.57
15/11/2020;Zone E;0.41;0.01782323;38.57
16/11/2020;Zone E;0.41;0.01782131;38.57
17/11/2020;Zone E;0.41;0.01781939;38.57
18/11/2020;Zone E;0.41;0.01781748;38.57
19/11/2020;Zone E;0.41;0.01781556;38.57
20/11/2020;Zone E;0.41;0.01781364;38.57
21/11/2020;Zone E;0.41;0.01781173;38.57
22/11/2020;Zone E;0.41;0.01780981;38.57
23/11/2020;Zone E;0.41;0.01780789;38.57
24/11/2020;Zone E;0.41;0.01780598;38.58
25/11/2020;Zone E;0.41;0.01780406;38.58
26/11/2020;Zone E;0.41;0.01780215;38.58
27/11/2020;Zone E;0.41;0.01780023;38.58
28/11/2020;Zone E;0.41;0.01779832;38.58
29/11/2020;Zone E;0.41;0.0177964;38.58
30/11/2020;Zone E;0.41;0.01779449;38.58
01/12/2020;Zone E;0.41;0.01779258;38.58
02/12/2020;Zone E;0.41;0.01779066;38.58
03/12/2020;Zone E;0.41;0.01778875;38.59
04/12/2020;Zone E;0.41;0.01778683;38.59
05/12/2020;Zone E;0.41;0.01778492;38.59
06/12/2020;Zone E;0.41;0.01778301;38.59
07/12/2020;Zone E;0.41;0.01778109;38.59
08/12/2020;Zone E;0.41;0.01777918;38.59
09/12/2020;Zone E;0.41;0.01777727;38.59
10/12/2020;Zone E;0.41;0.01777536;38.59
11/12/2020;Zone E;0.41;0.01777344;38.59
12/12/2020;Zone E;0.41;0.01777153;38.59
13/12/2020;Zone E;0.41;0.01776962;38.6
14/12/2020;Zone E;0.41;0.01776771;38.6
15/12/2020;Zone E;0.41;0.0177658;38.6
16/12/2020;Zone E;0.41;0.01776389;38.6
17/12/2020;Zone E;0.41;0.01776198;38.6
18/12/2020;Zone E;0.41;0.01776007;38.6
19/12/2020;Zone E;0.41;0.01775815;38.6
20/12/2020;Zone E;0.41;0.01775624;38.6
21/12/2020;Zone E;0.41;0.01775433;38.6
22/12/2020;Zone E;0.41;0.01775242;38.6
23/12/2020;Zone E;0.41;0.01775051;38.61
24/12/2020;Zone E;0.41;0.01774861;38.61
25/12/2020;Zone E;0.41;0.0177467;38.61
26/12/2020;Zone E;0.41;0.01774479;38.61
27/12/2020;Zone E;0.41;0.01774288;38.61
28/12/2020;Zone E;0.41;0.01774097;38.61
29/12/2020;Zone E;0.41;0.01773906;38.61
30/12/2020;Zone E;0.41;0.01773715;38.61
31/12/2020;Zone E;0.41;0.01773524;38.61
01/01/2021;Zone E;0.41;0.01773329;38.61
02/01/2021;Zone E;0.41;0.01773133;38.62
03/01/2021;Zone E;0.41;0.01772938;38.62
04/01/2021;Zone E;0.41;0.01772742;38.62
05/01/2021;Zone E;0.41;0.01772546;38.62
06/01/2021;Zone E;0.41;0.01772351;38.62
07/01/2021;Zone E;0.41;0.01772155;38.62
08/01/2021;Zone E;0.41;0.0177196;38.62
09/01/2021;Zone E;0.41;0.01771764;38.62
10/01/2021;Zone E;0.41;0.01771569;38.62
11/01/2021;Zone E;0.41;0.01771374;38.62
12/01/2021;Zone E;0.41;0.01771178;38.63
13/01/2021;Zone E;0.41;0.01770983;38.63
14/01/2021;Zone E;0.41;0.01770787;38.63
15/01/2021;Zone E;0.41;0.01770592;38.63
16/01/2021;Zone E;0.41;0.01770397;38.63
17/01/2021;Zone E;0.41;0.01770201;38.63
18/01/2021;Zone E;0.41;0.01770006;38.63
19/01/2021;Zone E;0.41;0.01769811;38.63
20/01/2021;Zone E;0.41;0.01769616;38.63
21/01/2021;Zone E;0.41;0.01769421;38.63
22/01/2021;Zone E;0.41;0.01769225;38.64
23/01/2021;Zone E;0.41;0.0176903;38.64
24/01/2021;Zone E;0.41;0.01768835;38.64
25/01/2021;Zone E;0.41;0.0176864;38.64
26/01/2021;Zone E;0.41;0.01768445;38.64
27/01/2021;Zone E;0.41;0.0176825;38.64
28/01/2021;Zone E;0.41;0.01768055;38.64
29/01/2021;Zone E;0.41;0.0176786;38.64
30/01/2021;Zone E;0.41;0.01767665;38.64
31/01/2021;Zone E;0.41;0.0176747;38.64
01/02/2021;Zone E;0.41;0.01767275;38.65
02/02/2021;Zone E;0.41;0.0176708;38.65
03/02/2021;Zone E;0.41;0.01766885;38.65
04/02/2021;Zone E;0.41;0.0176669;38.65
05/02/2021;Zone E;0.41;0.01766495;38.65
06/02/2021;Zone E;0.41;0.017663;38.65
07/02/2021;Zone E;0.42;0.01766105;38.65
08/02/2021;Zone E;0.42;0.0176591;38.65
09/02/2021;Zone E;0.42;0.01765716;38.65
10/02/2021;Zone E;0.42;0.01765521;38.65
11/02/2021;Zone E;0.42;0.01765326;38.66
12/02/2021;Zone E;0.42;0.01765131;38.66
13/02/2021;Zone E;0.42;0.01764937;38.66
14/02/2021;Zone E;0.42;0.01764742;38.66
15/02/2021;Zone E;0.42;0.01764547;38.66
16/02/2021;Zone E;0.42;0.01764353;38.66
17/02/2021;Zone E;0.42;0.01764158;38.66
18/02/2021;Zone E;0.42;0.01763963;38.66
19/02/2021;Zone E;0.42;0.01763769;38.66
20/02/2021;Zone E;0.42;0.01763574;38.66
21/02/2021;Zone E;0.42;0.0176338;38.67
22/02/2021;Zone E;0.42;0.01763185;38.67
23/02/2021;Zone E;0.42;0.01762991;38.67
24/02/2021;Zone E;0.42;0.01762796;38.67
25/02/2021;Zone E;0.42;0.01762602;38.67
26/02/2021;Zone E;0.42;0.01762407;38.67
27/02/2021;Zone E;0.42;0.01762213;38.67
28/02/2021;Zone E;0.42;0.01762018;38.67
01/03/2021;Zone E;0.42;0.01761824;38.67
02/03/2021;Zone E;0.42;0.0176163;38.67
03/03/2021;Zone E;0.42;0.01761435;38.68
04/03/2021;Zone E;0.42;0.01761241;38.68
05/03/2021;Zone E;0.42;0.01761047;38.68
06/03/2021;Zone E;0.42;0.01760853;38.68
07/03/2021;Zone E;0.42;0.01760658;38.68
08/03/2021;Zone E;0.42;0.01760464;38.68
09/03/2021;Zone E;0.42;0.0176027;38.68
10/03/2021;Zone E;0.42;0.01760076;38.68
11/03/2021;Zone E;0.42;0.01759882;38.68
12/03/2021;Zone E;0.42;0.01759687;38.68
13/03/2021;Zone E;0.42;0.01759493;38.69
14/03/2021;Zone E;0.42;0.01759299;38.69
15/03/2021;Zone E;0.42;0.01759105;38.69
16/03/2021;Zone E;0.42;0.01758911;38.69
17/03/2021;Zone E;0.42;0.01758717;38.69
18/03/2021;Zone E;0.42;0.01758523;38.69
19/03/2021;Zone E;0.42;0.01758329;38.69
20/03/2021;Zone E;0.42;0.01758135;38.69
21/03/2021;Zone E;0.42;0.01757941;38.69
22/03/2021;Zone E;0.42;0.01757747;38.69
23/03/2021;Zone E;0.42;0.01757553;38.7
24/03/2021;Zone E;0.42;0.01757359;38.7
25/03/2021;Zone E;0.42;0.01757166;38.7
26/03/2021;Zone E;0.42;0.01756972;38.7
27/03/2021;Zone E;0.42;0.01756778;38.7
28/03/2021;Zone E;0.42;0.01756584;38.7
29/03/2021;Zone E;0.42;0.0175639;38.7
30/03/2021;Zone E;0.42;0.01756197;38.7
31/03/2021;Zone E;0.42;0.01756003;38.7
01/04/2021;Zone E;0.42;0.01755809;38.71
02/04/2021;Zone E;0.42;0.01755615;38.71
03/04/2021;Zone E;0.42;0.01755422;38.71
04/04/2021;Zone E;0.42;0.01755228;38.71
05/04/2021;Zone E;0.42;0.01755035;38.71
06/04/2021;Zone E;0.42;0.01754841;38.71
07/04/2021;Zone E;0.42;0.01754647;38.71
08/04/2021;Zone E;0.42;0.01754454;38.71
09/04/2021;Zone E;0.42;0.0175426;38.71
10/04/2021;Zone E;0.42;0.01754067;38.71
11/04/2021;Zone E;0.42;0.01753873;38.72
12/04/2021;Zone E;0.42;0.0175368;38.72
13/04/2021;Zone E;0.42;0.01753486;38.72
14/04/2021;Zone E;0.42;0.01753293;38.72
15/04/2021;Zone E;0.42;0.01753099;38.72
16/04/2021;Zone E;0.42;0.01752906;38.72
17/04/2021;Zone E;0.42;0.01752713;38.72
18/04/2021;Zone E;0.42;0.01752519;38.72
19/04/2021;Zone E;0.42;0.01752326;38.72
20/04/2021;Zone E;0.42;0.01752133;38.72
21/04/2021;Zone E;0.42;0.01751939;38.73
22/04/2021;Zone E;0.42;0.01751746;38.73
23/04/2021;Zone E;0.42;0.01751553;38.73
24/04/2021;Zone E;0.42;0.0175136;38.73
25/04/2021;Zone E;0.42;0.01751167;38.73
26/04/2021;Zone E;0.42;0.01750973;38.73
27/04/2021;Zone E;0.42;0.0175078;38.73
28/04/2021;Zone E;0.42;0.01750587;38.73
29/04/2021;Zone E;0.42;0.01750394;38.73
30/04/2021;Zone E;0.42;0.01750201;38.73
01/05/2021;Zone E;0.42;0.01750008;38.74
02/05/2021;Zone E;0.42;0.01749815;38.74
03/05/2021;Zone E;0.42;0.01749622;38.74
04/05/2021;Zone E;0.42;0.01749429;38.74
05/05/2021;Zone E;0.42;0.01749236;38.74
06/05/2021;Zone E;0.42;0.01749043;38.74
07/05/2021;Zone E;0.42;0.0174885;38.74
08/05/2021;Zone E;0.42;0.01748657;38.74
09/05/2021;Zone E;0.42;0.01748464;38.74
10/05/2021;Zone E;0.42;0.01748271;38.74
11/05/2021;Zone E;0.42;0.01748078;38.75
12/05/2021;Zone E;0.42;0.01747885;38.75
13/05/2021;Zone E;0.42;0.01747693;38.75
14/05/2021;Zone E;0.42;0.017475;38.75
15/05/2021;Zone E;0.42;0.01747307;38.75
16/05/2021;Zone E;0.42;0.01747114;38.75
17/05/2021;Zone E;0.42;0.01746922;38.75
18/05/2021;Zone E;0.42;0.01746729;38.75
19/05/2021;Zone E;0.42;0.01746536;38.75
20/05/2021;Zone E;0.42;0.01746344;38.75
21/05/2021;Zone E;0.42;0.01746151;38.76
22/05/2021;Zone E;0.42;0.01745958;38.76
23/05/2021;Zone E;0.42;0.01745766;38.76
24/05/2021;Zone E;0.42;0.01745573;38.76
25/05/2021;Zone E;0.42;0.01745381;38.76
26/05/2021;Zone E;0.42;0.01745188;38.76
27/05/2021;Zone E;0.42;0.01744995;38.76
28/05/2021;Zone E;0.42;0.01744803;38.76
29/05/2021;Zone E;0.42;0.0174461;38.76
30/05/2021;Zone E;0.42;0.01744418;38.76
31/05/2021;Zone E;0.42;0.01744226;38.77
